白及	枇杷叶	5
白及	平贝母	1
白及	蒲公英	2
白及	前胡	2
白及	茜草	1
白及	羌活	5
白及	青蒿	1
白及	青皮	5
白及	拳参	1
白及	人参	3
白及	忍冬藤	1
白及	肉苁蓉	1
白及	肉豆蔻	1
白及	肉桂	11
白及	乳香	11
白及	三七	23
白及	桑白皮	3
白及	桑叶	1
白及	砂仁	11
白及	山慈菇	1
白及	山楂	1
白及	山茱萸	1
白及	商陆	1
白及	蛇床子	3
白及	升麻	1
白及	生姜	2
白及	石菖蒲	2
白及	石斛	1
白及	苏合香	1
白及	锁阳	1
白及	檀香	1
白及	天冬	3
白及	天花粉	2
白及	天南星	2
白及	天仙子	2
白及	土木香	1
白及	威灵仙	2
白及	乌药	9
白及	吴茱萸	1
白及	五味子	4
白及	西洋参	1
白及	细辛	4
白及	夏枯草	1
白及	香加皮	1
白及	香橼	2
白及	徐长卿	1
白及	续断	4
白及	延胡索	20
白及	洋金花	1
白及	野菊花	2
白及	薏苡仁	5
白及	淫羊藿	1
白及	鱼腥草	1
白及	玉竹	2
白及	郁金	1
白及	远志	1
白及	泽兰	2
白及	泽泻	4
白及	浙贝母	11
白及	知母	1
白及	栀子	7
白及	枳壳	2
白及	枳实	1
白及	紫草	2
白及	紫苏叶	2
白及	紫苏子	2
白及	紫菀	2
白蔹	白芍	5
白蔹	白术	7
白蔹	白芷	12
白蔹	半夏	1
白蔹	薄荷	2
白蔹	冰片	10
白蔹	苍耳子	2
白蔹	苍术	7
白蔹	草乌	1
白蔹	柴胡	5
白蔹	陈皮	3
白蔹	赤芍	12
白蔹	川楝子	2
白蔹	川乌	1
白蔹	川芎	14
白蔹	大黄	13
白蔹	大枣	5
白蔹	丹参	2
白蔹	当归	19
白蔹	地黄	7
白蔹	地榆	5
白蔹	丁香	1
白蔹	豆蔻	1
白蔹	独活	3
白蔹	杜仲	3
白蔹	防风	9
白蔹	防己	1
白蔹	干姜	4
白蔹	藁本	2
白蔹	钩藤	1
白蔹	桂枝	2
白蔹	何首乌	2
白蔹	红花	5
白蔹	胡黄连	2
白蔹	槐花	2
白蔹	槐角	1
白蔹	黄柏	8
白蔹	黄连	5
白蔹	黄芪	2
白蔹	黄芩	10
白蔹	鸡血藤	1
白蔹	蒺藜	2
白蔹	姜黄	1
白蔹	金银花	5
白蔹	荆芥	3
白蔹	苦参	5
白蔹	苦杏仁	7
白蔹	连翘	10
白蔹	麻黄	2
白蔹	马钱子	1
白蔹	麦冬	5
白蔹	牡丹皮	1
白蔹	木鳖子	5
白蔹	木瓜	6
白蔹	木香	1
白蔹	蒲公英	1
白蔹	牵牛子	1
白蔹	前胡	2
白蔹	羌活	3
白蔹	青皮	2
白蔹	人参	4
白蔹	肉桂	10
白蔹	乳香	9
白蔹	三七	3
白蔹	砂仁	1
白蔹	山豆根	1
白蔹	升麻	1
白蔹	石菖蒲	1
白蔹	苏合香	1
白蔹	天花粉	3
白蔹	威灵仙	1
白蔹	乌药	5
白蔹	五味子	2
白蔹	细辛	3
白蔹	夏枯草	3
白蔹	香加皮	3
白蔹	香橼	1
白蔹	续断	3
白蔹	玄参	7
白蔹	薏苡仁	1
白蔹	茵陈	2
白蔹	远志	2
白蔹	泽泻	2
白蔹	浙贝母	6
白蔹	知母	3
白蔹	栀子	5
白蔹	枳壳	5
白蔹	紫草	3
白茅根	白前	1
白茅根	白芍	12
白茅根	白术	7
白茅根	白鲜皮	2
白茅根	白芷	3
白茅根	百部	1
白茅根	板蓝根	6
白茅根	半枝莲	1
白茅根	薄荷	4
白茅根	北豆根	3
白茅根	冰片	1
白茅根	苍耳子	3
白茅根	苍术	7
白茅根	侧柏叶	4
白茅根	柴胡	2
白茅根	车前草	5
白茅根	车前子	3
白茅根	陈皮	8
白茅根	赤芍	5
白茅根	川贝母	2
白茅根	川芎	4
白茅根	大黄	11
白茅根	大蓟	5
白茅根	大枣	2
白茅根	丹参	6
白茅根	淡竹叶	7
白茅根	当归	8
白茅根	灯心草	2
白茅根	地黄	11
白茅根	地榆	4
白茅根	丁香	1
白茅根	防风	4
白茅根	防己	2
白茅根	浮萍	2
白茅根	附子	1
白茅根	杠板归	1
白茅根	葛根	4
白茅根	钩藤	2
白茅根	广藿香	1
白茅根	广金钱草	3
白茅根	桂枝	3
白茅根	海金沙	1
白茅根	红花	6
白茅根	厚朴	1
白茅根	虎杖	5
白茅根	化橘红	1
白茅根	槐花	5
白茅根	黄柏	10
白茅根	黄芪	6
白茅根	黄芩	5
白茅根	鸡骨草	2
白茅根	鸡血藤	2
白茅根	蒺藜	2
白茅根	金钱草	1
白茅根	金银花	18
白茅根	荆芥	2
白茅根	菊花	2
白茅根	苦参	1
白茅根	苦地丁	2
白茅根	苦杏仁	4
白茅根	款冬花	1
白茅根	莱菔子	1
白茅根	连钱草	2
白茅根	连翘	12
白茅根	龙胆	1
白茅根	龙眼肉	1
白茅根	芦根	4
白茅根	麻黄	2
白茅根	马鞭草	1
白茅根	马齿苋	1
白茅根	麦冬	5
白茅根	蔓荆子	1
白茅根	牡丹皮	10
白茅根	木蝴蝶	1
白茅根	牛蒡子	4
白茅根	女贞子	2
白茅根	枇杷叶	1
白茅根	蒲公英	6
白茅根	千里光	1
白茅根	牵牛子	1
白茅根	前胡	1
白茅根	茜草	13
白茅根	青蒿	2
白茅根	青皮	4
白茅根	拳参	2
白茅根	人参	4
白茅根	忍冬藤	7
白茅根	肉苁蓉	1
白茅根	三颗针	1
白茅根	三七	5
白茅根	桑白皮	2
白茅根	桑叶	2
白茅根	砂仁	3
白茅根	山楂	6
白茅根	山茱萸	1
白茅根	升麻	1
白茅根	生姜	2
白茅根	石菖蒲	1
白茅根	石韦	5
白茅根	锁阳	1
白茅根	天冬	1
白茅根	天花粉	2
白茅根	土贝母	2
白茅根	五味子	1
白茅根	西洋参	1
白茅根	夏枯草	4
白茅根	香薷	1
白茅根	小蓟	7
白茅根	续断	1
白茅根	玄参	4
白茅根	野菊花	1
白茅根	一枝黄花	1
白茅根	益母草	6
白茅根	茵陈	6
白茅根	淫羊藿	3
白茅根	鱼腥草	1
白茅根	玉竹	1
白茅根	郁金	2
白茅根	皂角刺	2
白茅根	泽兰	1
白茅根	泽泻	5
白茅根	浙贝母	1
白茅根	知母	2
白茅根	栀子	8
白茅根	枳壳	4
白茅根	枳实	3
白茅根	紫草	2
白茅根	紫苏叶	1
白茅根	紫苏子	2
白茅根	紫菀	2
白前	白屈菜	1
白前	白芍	2
白前	百部	29
白前	百合	2
白前	板蓝根	3
白前	半夏	3
白前	薄荷	5
白前	北沙参	1
白前	冰片	6
白前	侧柏叶	1
白前	车前草	1
白前	沉香	3
白前	陈皮	12
白前	川贝母	11
白前	大枣	3
白前	防风	3
白前	葛根	1
白前	桂枝	2
白前	厚朴	2
白前	化橘红	6
白前	黄芪	1
白前	黄芩	14
白前	荆芥	5
白前	菊花	2
白前	苦参	1
白前	苦杏仁	15
白前	款冬花	5
白前	莱菔子	3
白前	连翘	1
白前	芦根	1
白前	罗汉果	5
白前	麻黄	12
白前	马鞭草	1
白前	马兜铃	1
白前	麦冬	2
白前	墨旱莲	1
白前	木蝴蝶	1
白前	枇杷叶	16
白前	蒲公英	2
白前	前胡	10
白前	桑白皮	21
白前	桑叶	5
白前	射干	3
白前	生姜	1
白前	石菖蒲	2
白前	天冬	2
白前	天花粉	3
白前	葶苈子	7
白前	五味子	5
白前	西洋参	1
白前	细辛	4
白前	薤白	2
白前	旋覆花	2
白前	一枝黄花	1
白前	薏苡仁	1
白前	远志	4
白前	浙贝母	3
白前	知母	2
白前	枳壳	2
白前	紫苏叶	5
白前	紫苏子	11
白前	紫菀	9
白屈菜	白芍	1
白屈菜	白头翁	2
白屈菜	白芷	1
白屈菜	百部	1
白屈菜	板蓝根	2
白屈菜	半夏	1
白屈菜	冰片	2
白屈菜	侧柏叶	1
白屈菜	柴胡	2
白屈菜	川芎	1
白屈菜	当归	1
白屈菜	防己	1
白屈菜	高良姜	1
白屈菜	红花	1
白屈菜	花椒	1
白屈菜	黄柏	1
白屈菜	黄连	2
白屈菜	黄芩	2
白屈菜	菊花	2
白屈菜	麻黄	1
白屈菜	木蝴蝶	1
白屈菜	平贝母	1
白屈菜	羌活	1
白屈菜	乳香	1
